id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
84554,126.0,21.0,15.0,8.0,345.0,2388.8,0.02,50.67,42.9,77011.02,0.8,4278.39,89,5,26,2,28.0,40.0,198.0,147.0,41.0,True
6748,6.0,2.0,1.0,1.0,17.0,58.81,0.21,4.67,12.33,265.68,0.02,14.76,4,0,0,0,7.0,4.0,10.0,4.0,3.0,False
90481,88.0,14.0,6.0,9.0,268.0,1613.99,0.03,36.56,44.14,59011.68,0.54,3278.43,64,9,13,2,25.0,38.0,151.0,117.0,27.0,True
62324,31.0,4.0,4.0,2.0,100.0,508.75,0.05,19.8,27.24,10387.42,0.17,577.08,21,0,8,0,18.0,15.0,71.0,33.0,7.0,False
10045,13.0,2.0,1.0,1.0,29.0,123.19,0.11,8.94,13.78,1101.01,0.04,61.17,8,0,3,0,11.0,8.0,16.0,13.0,3.0,False
14004,33.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
96754,56.0,10.0,9.0,3.0,177.0,1008.98,0.03,33.15,33.56,36868.91,0.34,2048.27,46,3,4,0,25.0,17.0,103.0,49.0,19.0,True
63183,22.0,5.0,1.0,2.0,61.0,277.43,0.08,12.35,23.77,3694.37,0.09,205.24,18,0,3,0,12.0,13.0,35.0,26.0,9.0,False
44804,28.0,4.0,1.0,1.0,43.0,171.3,0.1,10.21,18.91,1941.4,0.06,107.86,16,5,3,1,11.0,7.0,30.0,13.0,7.0,False
70926,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0.0,0.0,0.0,0.0,3.0,False
28558,22.0,2.0,1.0,2.0,51.0,227.43,0.07,13.71,17.59,3373.38,0.08,187.34,14,3,2,0,16.0,14.0,30.0,22.0,3.0,False
36485,63.0,12.0,1.0,8.0,160.0,920.78,0.05,19.73,46.68,18164.52,0.31,1009.14,50,5,5,1,18.0,30.0,98.0,62.0,19.0,False
42827,37.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
31982,15.0,2.0,1.0,2.0,41.0,180.09,0.11,9.17,19.78,1685.67,0.06,93.65,11,0,2,0,11.0,9.0,26.0,15.0,3.0,False
36921,78.0,6.0,5.0,4.0,166.0,941.62,0.05,21.19,48.7,22990.73,0.31,1277.26,46,9,22,1,19.0,33.0,108.0,66.0,11.0,True
36197,11.0,2.0,1.0,1.0,22.0,88.0,0.17,6.0,16.5,558.13,0.03,31.01,8,0,1,0,10.0,6.0,15.0,8.0,3.0,False
35039,30.0,3.0,1.0,3.0,62.0,298.06,0.12,8.25,36.12,2618.83,0.1,145.82,26,0,1,0,11.0,16.0,35.0,26.0,5.0,False
24602,17.0,2.0,1.0,2.0,41.0,182.84,0.15,6.46,29.75,1271.82,0.06,70.66,11,0,3,0,8.0,13.0,23.0,19.0,3.0,False
82162,12.0,1.0,1.0,1.0,37.0,136.92,0.1,10.4,13.23,1482.98,0.05,82.39,8,0,1,0,8.0,5.0,23.0,12.0,1.0,False
67869,19.0,5.0,1.0,2.0,74.0,351.86,0.05,19.73,18.83,7373.28,0.12,409.63,16,0,1,0,14.0,11.0,43.0,31.0,9.0,False
46858,48.0,3.0,1.0,3.0,68.0,336.89,0.07,14.0,22.46,4472.13,0.11,248.9,25,6,8,2,12.0,12.0,38.0,36.0,5.0,False
20279,34.0,2.0,1.0,1.0,104.0,557.19,0.1,10.89,54.1,5753.72,0.19,319.65,26,0,6,0,14.0,27.0,56.0,48.0,3.0,True
10308,12.0,2.0,1.0,2.0,28.0,114.45,0.14,7.31,15.05,811.7,0.04,45.09,8,0,2,0,9.0,8.0,17.0,13.0,3.0,False
49209,74.0,7.0,1.0,5.0,238.0,1283.24,0.03,32.2,55.03,54363.83,0.43,3020.21,46,12,10,0,14.0,25.0,145.0,89.0,13.0,True
52768,77.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
29207,9.0,2.0,1.0,2.0,23.0,85.11,0.26,3.86,22.07,314.01,0.03,17.44,6,0,1,0,7.0,7.0,13.0,10.0,3.0,False
76924,11.0,2.0,1.0,2.0,29.0,118.54,0.16,6.4,18.6,624.38,0.04,34.69,8,0,1,0,9.0,10.0,15.0,12.0,3.0,False
79238,25.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
80301,86.0,15.0,8.0,6.0,139.0,767.78,0.05,21.84,35.54,18384.21,0.26,1021.34,39,23,39,0,17.0,25.0,78.0,61.0,29.0,True
99915,7.0,2.0,1.0,1.0,15.0,55.51,0.25,4.0,13.88,222.03,0.02,12.33,5,0,0,0,8.0,5.0,10.0,5.0,3.0,False
89301,10.0,2.0,1.0,2.0,30.0,129.66,0.12,8.25,15.72,1069.68,0.04,59.43,7,0,1,0,11.0,8.0,17.0,14.0,3.0,False
34252,194.0,17.0,5.0,11.0,842.0,5558.15,0.02,58.45,144.51,265324.3,1.85,14740.24,148,43,30,23,27.0,118.0,459.0,313.0,28.0,False
92432,14.0,3.0,1.0,2.0,40.0,178.38,0.13,7.5,23.78,1337.83,0.06,74.32,8,0,2,0,11.0,11.0,25.0,15.0,5.0,False
32929,12.0,2.0,1.0,2.0,18.0,68.53,0.28,3.6,19.58,239.86,0.02,13.33,7,1,2,0,6.0,5.0,9.0,9.0,3.0,True
75122,10.0,2.0,1.0,2.0,25.0,102.19,0.17,5.06,16.52,517.32,0.03,28.74,7,0,1,0,11.0,8.0,16.0,9.0,3.0,False
92506,28.0,4.0,1.0,3.0,75.0,350.94,0.06,16.96,22.55,5848.95,0.12,324.94,23,0,3,0,15.0,13.0,46.0,29.0,7.0,False
25867,25.0,4.0,4.0,4.0,62.0,310.23,0.08,12.25,24.04,4063.94,0.1,225.77,18,2,1,0,14.0,16.0,39.0,27.0,7.0,False
31610,21.0,4.0,1.0,1.0,31.0,131.69,0.08,13.0,10.67,1728.48,0.04,96.03,14,4,1,0,12.0,6.0,18.0,13.0,7.0,False
84601,35.0,3.0,1.0,3.0,119.0,641.69,0.06,15.75,39.21,9949.74,0.21,552.93,28,0,5,0,14.0,22.0,66.0,53.0,5.0,False
42989,28.0,3.0,1.0,2.0,111.0,569.35,0.06,17.37,32.99,10058.52,0.19,558.81,21,3,3,0,15.0,19.0,73.0,38.0,5.0,True
43850,7.0,1.0,1.0,1.0,21.0,83.05,0.25,4.0,20.76,332.19,0.03,18.46,4,0,1,0,6.0,6.0,13.0,8.0,1.0,True
90331,9.0,2.0,1.0,1.0,28.0,112.0,0.13,7.86,11.43,953.33,0.04,52.96,6,0,1,0,12.0,7.0,18.0,10.0,3.0,False
39526,16.0,2.0,1.0,2.0,24.0,96.0,0.15,6.67,14.4,640.0,0.03,35.56,12,0,2,0,8.0,6.0,14.0,10.0,3.0,False
74021,31.0,3.0,1.0,2.0,78.0,408.42,0.09,11.07,38.42,4521.84,0.14,251.21,23,1,6,0,15.0,21.0,47.0,31.0,5.0,False
23827,11.0,1.0,1.0,1.0,27.0,112.59,0.16,6.25,18.01,653.36,0.04,36.3,7,0,2,0,10.0,8.0,17.0,10.0,1.0,False
14839,45.0,7.0,6.0,3.0,226.0,1236.57,0.04,26.53,46.38,47209.52,0.41,2622.75,33,3,5,0,16.0,29.0,125.0,101.0,13.0,True
80466,21.0,7.0,6.0,1.0,63.0,276.72,0.03,31.43,9.87,8370.61,0.09,465.03,18,0,3,0,17.0,7.0,36.0,27.0,13.0,False
97,26.0,2.0,1.0,2.0,94.0,472.25,0.08,12.89,37.75,5658.32,0.16,314.35,20,1,3,0,13.0,21.0,55.0,39.0,3.0,False
100111,9.0,2.0,1.0,2.0,25.0,95.18,0.16,6.42,13.14,533.29,0.03,29.63,6,0,1,0,10.0,6.0,16.0,7.0,3.0,False
64489,13.0,3.0,3.0,2.0,21.0,86.04,0.14,7.7,11.59,674.0,0.03,37.44,9,0,2,0,11.0,5.0,15.0,6.0,5.0,False
22128,16.0,1.0,1.0,1.0,24.0,98.1,0.18,5.57,16.64,662.48,0.03,36.8,5,4,4,0,7.0,7.0,16.0,12.0,1.0,False
38074,23.0,3.0,1.0,3.0,62.0,294.8,0.09,11.0,25.31,2986.51,0.1,165.11,18,0,3,0,11.0,11.0,36.0,26.0,5.0,False
27733,22.0,3.0,1.0,3.0,48.0,205.13,0.11,9.09,23.84,2239.77,0.07,124.43,17,0,1,2,10.0,11.0,28.0,20.0,5.0,True
25689,79.0,7.0,4.0,7.0,191.0,1085.98,0.03,30.0,35.81,33337.26,0.36,1852.07,61,3,7,0,15.0,22.0,106.0,87.0,13.0,False
64284,21.0,2.0,1.0,1.0,39.0,173.92,0.1,9.67,20.67,1517.0,0.06,84.28,17,0,2,0,12.0,9.0,23.0,17.0,3.0,False
38411,29.0,3.0,3.0,3.0,74.0,351.86,0.07,13.59,25.88,5319.06,0.12,295.5,23,0,6,0,15.0,13.0,42.0,29.0,5.0,False
51583,28.0,5.0,1.0,4.0,99.0,530.04,0.05,18.82,27.68,9305.42,0.18,516.97,25,0,1,0,16.0,17.0,57.0,46.0,9.0,False
91663,132.0,16.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,True
70615,24.0,2.0,1.0,1.0,68.0,307.67,0.08,12.0,26.82,5601.85,0.1,311.21,16,0,4,0,11.0,11.0,42.0,24.0,3.0,False
23619,17.0,2.0,1.0,2.0,41.0,180.09,0.09,10.71,17.29,2060.88,0.06,114.49,11,0,2,0,11.0,7.0,27.0,18.0,3.0,False
19407,11.0,2.0,1.0,1.0,32.0,140.55,0.09,11.0,11.45,1530.78,0.05,85.04,9,0,0,0,10.0,5.0,23.0,11.0,3.0,False
88600,87.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
39682,33.0,4.0,3.0,4.0,114.0,622.38,0.05,20.09,30.98,12501.62,0.21,694.53,26,0,5,0,18.0,23.0,70.0,44.0,7.0,True
72609,21.0,4.0,1.0,3.0,52.0,235.23,0.12,8.25,25.48,1941.4,0.08,107.86,12,2,4,1,11.0,12.0,34.0,18.0,7.0,True
83381,69.0,7.0,1.0,7.0,298.0,1665.06,0.03,39.79,40.76,61556.21,0.56,3419.79,54,0,9,0,19.0,30.0,152.0,130.0,13.0,True
25743,23.0,5.0,5.0,4.0,63.0,310.0,0.08,12.79,24.23,3966.18,0.1,220.34,16,1,1,0,13.0,17.0,33.0,30.0,9.0,True
52555,7.0,2.0,1.0,2.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,5,0,0,0,6.0,4.0,6.0,5.0,3.0,False
17969,8.0,4.0,4.0,3.0,24.0,96.0,0.17,5.79,16.59,555.43,0.03,30.86,6,0,0,0,9.0,6.0,15.0,9.0,7.0,False
49743,41.0,5.0,4.0,3.0,99.0,515.74,0.09,10.83,47.15,5745.65,0.17,319.2,25,6,6,0,15.0,23.0,66.0,33.0,9.0,True
89860,38.0,5.0,1.0,3.0,108.0,566.61,0.06,17.33,31.88,10443.25,0.19,580.18,30,1,3,0,15.0,18.0,64.0,46.0,7.0,False
33412,13.0,4.0,3.0,1.0,26.0,104.0,0.11,9.17,11.35,953.33,0.03,51.96,8,0,2,0,12.0,6.0,17.0,9.0,7.0,False
1414,13.0,1.0,1.0,1.0,38.0,166.91,0.1,9.63,16.68,1669.61,0.06,92.76,8,0,3,0,14.0,8.0,27.0,11.0,1.0,False
48369,16.0,3.0,1.0,1.0,45.0,197.65,0.11,8.8,22.46,1739.36,0.07,96.63,13,0,1,0,11.0,10.0,29.0,16.0,5.0,False
80340,46.0,3.0,1.0,3.0,104.0,545.78,0.09,10.78,54.58,6027.31,0.18,334.97,32,2,7,0,12.0,27.0,58.0,46.0,5.0,False
46018,21.0,5.0,1.0,2.0,56.0,272.05,0.11,9.19,29.89,2523.86,0.09,140.21,17,0,2,0,10.0,16.0,32.0,26.0,9.0,False
56726,9.0,2.0,1.0,2.0,47.0,195.04,0.13,7.88,24.38,1796.86,0.07,99.83,6,0,1,0,9.0,8.0,29.0,18.0,3.0,False
28178,30.0,4.0,1.0,4.0,81.0,397.46,0.08,13.0,28.39,5288.35,0.13,293.8,24,0,3,0,12.0,16.0,43.0,36.0,7.0,False
49820,12.0,1.0,1.0,1.0,75.0,352.53,0.11,9.29,38.75,3772.81,0.12,209.6,10,0,2,0,11.0,17.0,47.0,27.0,1.0,False
75792,40.0,7.0,1.0,7.0,142.0,792.81,0.04,26.97,29.99,19520.13,0.26,1084.45,30,0,5,0,17.0,19.0,84.0,58.0,13.0,False
44784,31.0,4.0,1.0,2.0,54.0,262.33,0.04,24.28,10.32,6128.96,0.09,339.48,24,0,3,0,17.0,9.0,34.0,20.0,7.0,False
22977,141.0,17.0,7.0,4.0,447.0,2766.85,0.02,63.69,43.5,175998.75,0.88,9777.71,114,12,7,0,33.0,43.0,284.0,163.0,32.0,False
2349,37.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,8.0,False
59360,53.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
502,9.0,1.0,1.0,1.0,37.0,151.24,0.15,6.86,21.33,1220.75,0.05,67.82,6,0,1,0,8.0,7.0,24.0,13.0,1.0,False
16522,5.0,1.0,1.0,1.0,10.0,30.0,0.4,2.5,12.0,75.0,0.01,4.17,3,0,0,0,5.0,4.0,6.0,4.0,1.0,False
13290,22.0,5.0,1.0,5.0,55.0,264.7,0.11,9.19,27.93,2519.68,0.09,139.66,19,0,1,0,15.0,16.0,35.0,20.0,6.0,False
45794,137.0,15.0,1.0,10.0,492.0,3303.41,0.02,48.3,65.65,135812.62,1.1,7545.15,114,1,21,0,25.0,52.0,283.0,171.0,29.0,True
15131,11.0,1.0,1.0,1.0,25.0,92.51,0.17,5.83,15.86,539.65,0.03,29.98,6,1,0,0,7.0,6.0,15.0,10.0,1.0,False
21146,36.0,3.0,1.0,3.0,190.0,1055.44,0.06,17.21,62.83,17071.41,0.35,948.41,26,6,2,0,14.0,34.0,118.0,78.0,5.0,False
49380,54.0,13.0,12.0,7.0,200.0,1115.76,0.03,32.34,34.93,33335.19,0.37,1851.96,44,0,6,0,23.0,25.0,122.0,75.0,25.0,False
26320,233.0,25.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,49.0,True
3166,13.0,2.0,1.0,2.0,43.0,197.15,0.26,3.85,51.57,789.15,0.07,43.83,8,0,3,0,7.0,17.0,25.0,20.0,3.0,False
20225,324.0,74.0,20.0,65.0,1347.0,8747.6,0.02,65.16,134.7,374921.15,2.92,20828.95,287,27,32,0,26.0,112.0,842.0,548.0,147.0,False
62578,7.0,2.0,1.0,2.0,14.0,44.38,0.19,5.25,10.33,239.85,0.01,13.33,5,0,0,0,7.0,4.0,8.0,6.0,3.0,False
89275,27.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,False
71755,324.0,18.0,1.0,7.0,1780.0,13527.84,0.02,56.31,224.01,691554.81,4.51,38419.71,286,0,83,1,23.0,165.0,1062.0,755.0,35.0,True
11650,17.0,3.0,3.0,1.0,38.0,171.9,0.1,10.06,15.56,1618.53,0.06,89.92,14,0,2,0,11.0,8.0,22.0,16.0,5.0,True
80564,63.0,4.0,1.0,3.0,265.0,1624.26,0.04,23.75,61.9,43785.34,0.54,2432.52,44,5,13,0,20.0,40.0,170.0,105.0,7.0,False
17642,54.0,9.0,8.0,6.0,226.0,1248.0,0.05,19.8,63.96,25978.54,0.42,1443.25,38,2,11,1,15.0,40.0,125.0,93.0,17.0,True
57351,5.0,2.0,1.0,1.0,15.0,55.51,0.33,3.0,18.5,166.52,0.02,9.25,3,0,0,0,6.0,7.0,8.0,7.0,3.0,False
15598,83.0,12.0,7.0,10.0,232.0,1202.14,0.03,35.14,31.22,43166.62,0.4,2398.15,63,6,9,0,19.0,22.0,133.0,89.0,23.0,False
63635,14.0,1.0,1.0,1.0,41.0,187.98,0.13,7.5,23.38,1465.09,0.06,81.39,10,0,3,0,12.0,12.0,24.0,18.0,1.0,False
72244,108.0,10.0,8.0,7.0,268.0,1612.73,0.04,23.89,83.29,75436.07,0.54,4190.89,67,12,16,11,23.0,54.0,157.0,111.0,19.0,True
14736,11.0,3.0,3.0,2.0,47.0,215.49,0.21,4.85,46.46,1005.14,0.07,55.84,8,0,1,0,11.0,22.0,25.0,26.0,5.0,False
13451,74.0,11.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,False
86733,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,5,0,0,0,4.0,2.0,4.0,2.0,1.0,False
98369,29.0,6.0,3.0,3.0,92.0,484.48,0.05,18.95,25.57,9179.61,0.16,509.98,24,0,6,0,20.0,19.0,52.0,40.0,11.0,False
29177,4.0,1.0,1.0,1.0,13.0,46.6,0.33,3.0,14.5,139.52,0.02,7.75,2,0,0,0,6.0,4.0,7.0,4.0,1.0,False
44448,7.0,1.0,1.0,1.0,15.0,53.77,0.28,3.6,13.45,186.81,0.02,10.38,4,0,1,0,6.0,5.0,10.0,6.0,1.0,True
73308,50.0,8.0,6.0,3.0,113.0,610.5,0.04,22.65,29.03,15395.56,0.2,855.03,34,4,8,0,19.0,20.0,76.0,47.0,15.0,False
1043,57.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,True
58200,10.0,2.0,1.0,2.0,21.0,79.95,0.16,6.43,12.69,564.82,0.03,31.38,7,0,1,0,10.0,7.0,12.0,9.0,3.0,False
98909,5.0,1.0,1.0,1.0,10.0,33.22,0.5,2.0,11.23,71.32,0.01,3.96,3,0,0,0,4.0,3.0,7.0,3.0,1.0,False
20546,22.0,7.0,1.0,7.0,80.0,377.83,0.08,12.06,30.23,4959.03,0.13,275.5,19,0,1,0,14.0,18.0,47.0,33.0,8.0,True
67140,49.0,11.0,1.0,3.0,126.0,675.88,0.04,24.92,29.9,17680.0,0.23,982.22,42,1,5,0,19.0,18.0,67.0,55.0,21.0,False
83665,17.0,5.0,1.0,1.0,58.0,258.64,0.06,17.6,14.48,4786.0,0.09,265.89,14,0,1,0,17.0,10.0,30.0,22.0,7.0,False
30014,29.0,7.0,6.0,3.0,77.0,372.92,0.04,23.33,17.23,6971.85,0.12,387.33,26,0,1,0,20.0,12.0,47.0,30.0,13.0,False
22767,7.0,2.0,1.0,1.0,15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3,0,2,0,7.0,6.0,9.0,6.0,3.0,True
81930,11.0,2.0,1.0,1.0,31.0,124.0,0.12,8.33,15.44,953.33,0.04,52.96,7,0,2,0,10.0,9.0,16.0,15.0,3.0,False
13881,14.0,2.0,1.0,2.0,47.0,212.61,0.2,4.91,46.06,968.53,0.07,53.81,11,0,1,0,7.0,16.0,28.0,19.0,3.0,False
49587,76.0,6.0,1.0,1.0,468.0,2932.86,0.03,35.5,81.05,106132.73,0.98,5896.26,67,0,2,0,21.0,56.0,258.0,210.0,11.0,False
40752,10.0,1.0,1.0,1.0,34.0,141.78,0.23,4.33,31.21,797.12,0.05,44.28,7,0,1,0,7.0,12.0,18.0,18.0,1.0,False
71556,96.0,13.0,9.0,10.0,223.0,1338.69,0.04,26.18,45.97,39430.58,0.43,2190.59,70,8,11,0,23.0,39.0,161.0,96.0,25.0,False
77976,7.0,1.0,1.0,1.0,21.0,66.61,0.19,5.25,10.63,274.25,0.02,15.24,4,0,1,0,6.0,4.0,14.0,7.0,1.0,False
2104,11.0,3.0,3.0,1.0,24.0,83.03,0.11,9.17,9.2,549.52,0.03,30.53,7,0,2,0,11.0,3.0,15.0,5.0,5.0,False
78014,27.0,5.0,5.0,2.0,94.0,456.65,0.06,15.94,27.85,7988.85,0.15,443.82,23,0,2,0,14.0,16.0,57.0,37.0,9.0,False
60627,19.0,3.0,1.0,2.0,52.0,244.42,0.1,10.23,22.31,2676.78,0.08,148.71,15,0,2,0,13.0,11.0,36.0,19.0,5.0,False
50514,7.0,1.0,1.0,1.0,23.0,94.01,0.23,4.36,23.36,603.24,0.03,33.51,5,0,0,0,8.0,11.0,16.0,10.0,1.0,False
60835,25.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
491,10.0,2.0,1.0,2.0,21.0,82.04,0.22,4.5,17.36,329.04,0.03,18.28,7,0,1,0,9.0,9.0,12.0,9.0,3.0,False
35639,26.0,5.0,3.0,4.0,105.0,528.81,0.07,14.17,35.33,7944.92,0.17,439.5,20,0,4,0,11.0,18.0,60.0,45.0,9.0,False
63040,13.0,4.0,4.0,1.0,42.0,187.3,0.08,12.44,15.15,2340.5,0.06,130.03,10,0,1,0,16.0,9.0,27.0,15.0,7.0,True
2873,7.0,1.0,1.0,1.0,28.0,111.01,0.25,4.0,27.53,586.44,0.04,32.58,4,0,1,0,6.0,9.0,16.0,12.0,1.0,False
78956,14.0,2.0,1.0,2.0,35.0,143.06,0.24,4.2,28.36,853.24,0.05,48.19,10,0,2,0,7.0,10.0,22.0,13.0,3.0,False
29847,38.0,4.0,1.0,4.0,211.0,1116.21,0.03,29.2,39.43,30805.41,0.37,1711.41,30,0,4,0,16.0,20.0,131.0,80.0,7.0,False
99231,40.0,5.0,1.0,5.0,140.0,791.0,0.05,18.67,40.04,14455.38,0.26,803.08,32,0,6,0,16.0,24.0,78.0,62.0,9.0,False
25011,27.0,6.0,6.0,2.0,67.0,331.93,0.05,19.5,16.52,5623.7,0.11,312.43,20,0,4,0,15.0,10.0,43.0,27.0,11.0,False
7116,7.0,2.0,1.0,2.0,18.0,66.61,0.21,4.8,13.88,319.72,0.02,17.76,4,0,1,0,8.0,5.0,12.0,6.0,3.0,False
73232,10.0,1.0,1.0,1.0,37.0,159.91,0.14,7.2,22.31,1206.82,0.05,67.05,7,0,1,0,9.0,10.0,21.0,16.0,1.0,False
43354,14.0,3.0,1.0,3.0,37.0,167.37,0.12,8.45,19.11,1377.69,0.06,76.54,9,0,3,0,13.0,10.0,24.0,13.0,5.0,False
50994,47.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,True
54627,15.0,2.0,1.0,2.0,45.0,197.65,0.1,10.0,19.77,1976.54,0.07,109.81,10,0,3,0,12.0,10.0,30.0,15.0,3.0,False
34192,5.0,1.0,1.0,1.0,18.0,66.61,0.21,4.67,14.27,293.57,0.02,16.3,3,0,0,0,7.0,6.0,10.0,8.0,1.0,False
29054,23.0,3.0,1.0,3.0,48.0,214.05,0.1,10.5,20.39,2247.55,0.07,124.86,15,4,2,0,13.0,11.0,29.0,21.0,5.0,False
46358,119.0,35.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,69.0,True
91914,23.0,2.0,1.0,2.0,36.0,155.59,0.22,4.58,33.99,712.12,0.06,39.56,20,0,1,0,7.0,13.0,19.0,17.0,3.0,False
27078,99.0,24.0,17.0,4.0,295.0,1789.14,0.03,28.68,61.29,53894.7,0.6,2994.15,83,4,10,0,20.0,36.0,187.0,124.0,47.0,True
63500,30.0,10.0,10.0,6.0,80.0,403.55,0.07,13.71,25.51,4416.31,0.13,245.35,27,0,1,0,11.0,14.0,43.0,37.0,19.0,False
40247,103.0,3.0,1.0,1.0,483.0,3127.78,0.05,21.7,127.51,102297.08,1.04,5683.17,81,6,18,0,17.0,70.0,252.0,222.0,5.0,False
65246,4.0,1.0,1.0,1.0,16.0,53.15,0.29,3.5,15.19,186.03,0.02,10.33,2,0,0,0,5.0,4.0,10.0,7.0,1.0,False
35458,11.0,3.0,3.0,2.0,20.0,80.0,0.15,6.67,13.71,507.65,0.03,28.2,9,0,0,0,10.0,6.0,14.0,6.0,5.0,False
26480,27.0,2.0,1.0,2.0,39.0,168.56,0.19,5.18,30.37,933.47,0.06,51.86,14,8,3,0,6.0,11.0,21.0,17.0,3.0,False
90212,7.0,2.0,1.0,1.0,27.0,105.49,0.18,5.5,18.91,632.28,0.04,35.16,5,0,0,0,8.0,8.0,16.0,11.0,3.0,False
76134,14.0,4.0,1.0,2.0,25.0,92.51,0.09,11.0,9.25,925.11,0.03,51.39,10,0,2,0,10.0,5.0,12.0,11.0,7.0,False
17980,34.0,6.0,1.0,4.0,107.0,543.7,0.05,19.5,27.54,10719.34,0.18,595.52,23,2,6,0,18.0,19.0,65.0,42.0,11.0,True
82887,12.0,2.0,1.0,2.0,18.0,70.32,0.29,3.5,15.86,220.18,0.02,12.23,10,1,1,0,7.0,9.0,9.0,9.0,3.0,False
85318,101.0,7.0,1.0,7.0,345.0,2062.46,0.03,39.12,49.09,59789.22,0.69,3321.5,81,9,20,2,17.0,33.0,187.0,149.0,13.0,True
98869,9.0,1.0,1.0,1.0,17.0,53.77,0.17,6.0,8.96,322.65,0.02,17.94,5,1,1,1,6.0,4.0,9.0,8.0,1.0,False
26329,22.0,1.0,1.0,1.0,67.0,318.58,0.12,8.93,35.49,2760.48,0.11,153.36,15,1,4,0,10.0,15.0,44.0,23.0,1.0,False
15614,39.0,5.0,1.0,4.0,129.0,695.61,0.06,17.5,37.67,11141.81,0.23,618.99,30,1,7,0,15.0,26.0,70.0,59.0,9.0,False
90795,72.0,4.0,1.0,3.0,222.0,1278.96,0.02,44.14,26.58,51795.43,0.43,2877.52,43,2,17,2,18.0,21.0,126.0,103.0,6.0,False
91097,68.0,10.0,4.0,7.0,200.0,1134.49,0.04,22.72,50.03,28269.3,0.38,1570.52,54,0,8,2,24.0,38.0,126.0,79.0,16.0,True
80786,30.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
82331,28.0,6.0,1.0,6.0,63.0,276.72,0.1,9.71,32.6,2624.89,0.09,145.94,24,0,2,0,12.0,17.0,39.0,24.0,11.0,True
88939,68.0,6.0,1.0,5.0,175.0,964.36,0.06,15.6,57.34,17279.45,0.32,959.97,50,6,9,1,14.0,35.0,93.0,78.0,11.0,False
42902,43.0,6.0,5.0,6.0,129.0,687.32,0.08,12.5,60.9,8762.52,0.23,486.81,34,3,5,0,14.0,31.0,69.0,60.0,11.0,True
50988,73.0,12.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
5603,25.0,8.0,8.0,2.0,60.0,320.43,0.08,12.0,26.7,3845.11,0.11,213.62,13,3,5,0,13.0,13.0,38.0,22.0,15.0,False
56653,56.0,17.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,False
